"Any","Mes","Desc_Mes","Temperatura"
1780,01,"Gener","6.7"
1780,02,"Febrer","7.3"
1780,03,"Març","11.6"
1780,04,"Abril","11.4"
1780,05,"Maig","16.3"
1780,06,"Juny","19.1"
1780,07,"Juliol","21.4"
1780,08,"Agost","22.0"
1780,09,"Setembre","20.3"
1780,10,"Octubre","16.3"
1780,11,"Novembre","9.2"
1780,12,"Desembre","7.3"
1781,01,"Gener","7.5"
1781,02,"Febrer","8.9"
1781,03,"Març","10.9"
1781,04,"Abril","13.7"
1781,05,"Maig","16.8"
1781,06,"Juny","18.0"
1781,07,"Juliol","22.0"
1781,08,"Agost","22.6"
1781,09,"Setembre","19.1"
1781,10,"Octubre","15.0"
1781,11,"Novembre","11.8"
1781,12,"Desembre","10.3"
1782,01,"Gener","8.2"
1782,02,"Febrer","6.1"
1782,03,"Març","9.8"
1782,04,"Abril","10.5"
1782,05,"Maig","15.4"
1782,06,"Juny","20.1"
1782,07,"Juliol","22.3"
1782,08,"Agost","22.6"
1782,09,"Setembre","19.9"
1782,10,"Octubre","13.8"
1782,11,"Novembre","7.4"
1782,12,"Desembre","7.5"
1783,01,"Gener","8.3"
1783,02,"Febrer","8.6"
1783,03,"Març","9.6"
1783,04,"Abril","12.4"
1783,05,"Maig","15.0"
1783,06,"Juny","19.1"
1783,07,"Juliol","22.9"
1783,08,"Agost","21.4"
1783,09,"Setembre","18.6"
1783,10,"Octubre","15.5"
1783,11,"Novembre","11.0"
1783,12,"Desembre","10.4"
1784,01,"Gener","7.3"
1784,02,"Febrer","7.1"
1784,03,"Març","10.8"
1784,04,"Abril","10.7"
1784,05,"Maig","16.7"
1784,06,"Juny","20.7"
1784,07,"Juliol","22.0"
1784,08,"Agost","20.5"
1784,09,"Setembre","20.0"
1784,10,"Octubre","13.8"
1784,11,"Novembre","8.5"
1784,12,"Desembre","5.3"
1785,01,"Gener","9.0"
1785,02,"Febrer","6.4"
1785,03,"Març","7.9"
1785,04,"Abril","11.0"
1785,05,"Maig","16.0"
1785,06,"Juny","20.3"
1785,07,"Juliol","21.0"
1785,08,"Agost","21.7"
1785,09,"Setembre","21.6"
1785,10,"Octubre","16.8"
1785,11,"Novembre","10.3"
1785,12,"Desembre","7.9"
1786,01,"Gener","7.8"
1786,02,"Febrer","8.3"
1786,03,"Març","9.9"
1786,04,"Abril","12.8"
1786,05,"Maig","16.8"
1786,06,"Juny","20.2"
1786,07,"Juliol","20.9"
1786,08,"Agost","21.1"
1786,09,"Setembre","19.5"
1786,10,"Octubre","15.5"
1786,11,"Novembre","9.2"
1786,12,"Desembre","8.3"
1787,01,"Gener","5.4"
1787,02,"Febrer","7.8"
1787,03,"Març","11.3"
1787,04,"Abril","12.1"
1787,05,"Maig","14.7"
1787,06,"Juny","19.2"
1787,07,"Juliol","21.0"
1787,08,"Agost","21.8"
1787,09,"Setembre","19.4"
1787,10,"Octubre","15.5"
1787,11,"Novembre","9.3"
1787,12,"Desembre","10.8"
1788,01,"Gener","6.4"
1788,02,"Febrer","10.1"
1788,03,"Març","10.4"
1788,04,"Abril","12.5"
1788,05,"Maig","17.1"
1788,06,"Juny","19.2"
1788,07,"Juliol","22.1"
1788,08,"Agost","23.0"
1788,09,"Setembre","19.1"
1788,10,"Octubre","15.5"
1788,11,"Novembre","10.5"
1788,12,"Desembre","5.4"
1789,01,"Gener","6.9"
1789,02,"Febrer","9.3"
1789,03,"Març","8.7"
1789,04,"Abril","13.3"
1789,05,"Maig","17.7"
1789,06,"Juny","18.5"
1789,07,"Juliol","20.9"
1789,08,"Agost","21.9"
1789,09,"Setembre","20.0"
1789,10,"Octubre","14.7"
1789,11,"Novembre","7.8"
1789,12,"Desembre","7.3"
1790,01,"Gener","7.4"
1790,02,"Febrer","9.5"
1790,03,"Març","10.4"
1790,04,"Abril","12.3"
1790,05,"Maig","15.0"
1790,06,"Juny","19.0"
1790,07,"Juliol","20.8"
1790,08,"Agost","23.1"
1790,09,"Setembre","19.3"
1790,10,"Octubre","17.1"
1790,11,"Novembre","11.7"
1790,12,"Desembre","7.9"
1791,01,"Gener","9.5"
1791,02,"Febrer","6.9"
1791,03,"Març","11.1"
1791,04,"Abril","14.7"
1791,05,"Maig","13.7"
1791,06,"Juny","18.4"
1791,07,"Juliol","21.2"
1791,08,"Agost","23.6"
1791,09,"Setembre","20.7"
1791,10,"Octubre","14.7"
1791,11,"Novembre","9.9"
1791,12,"Desembre","8.9"
1792,01,"Gener","8.7"
1792,02,"Febrer","8.9"
1792,03,"Març","11.4"
1792,04,"Abril","14.0"
1792,05,"Maig","16.2"
1792,06,"Juny","19.5"
1792,07,"Juliol","21.9"
1792,08,"Agost","22.6"
1792,09,"Setembre","17.9"
1792,10,"Octubre","15.7"
1792,11,"Novembre","10.8"
1792,12,"Desembre","8.1"
1793,01,"Gener","6.7"
1793,02,"Febrer","8.8"
1793,03,"Març","9.6"
1793,04,"Abril","11.0"
1793,05,"Maig","14.9"
1793,06,"Juny","18.4"
1793,07,"Juliol","23.1"
1793,08,"Agost","23.5"
1793,09,"Setembre","18.9"
1793,10,"Octubre","16.5"
1793,11,"Novembre","11.6"
1793,12,"Desembre","8.5"
1794,01,"Gener","7.0"
1794,02,"Febrer","9.7"
1794,03,"Març","11.2"
1794,04,"Abril","14.5"
1794,05,"Maig","15.8"
1794,06,"Juny","18.5"
1794,07,"Juliol","23.8"
1794,08,"Agost","22.5"
1794,09,"Setembre","19.2"
1794,10,"Octubre","15.0"
1794,11,"Novembre","11.8"
1794,12,"Desembre","7.0"
1795,01,"Gener","6.3"
1795,02,"Febrer","8.3"
1795,03,"Març","9.7"
1795,04,"Abril","12.7"
1795,05,"Maig","17.9"
1795,06,"Juny","17.8"
1795,07,"Juliol","19.9"
1795,08,"Agost","22.3"
1795,09,"Setembre","19.8"
1795,10,"Octubre","17.7"
1795,11,"Novembre","9.0"
1795,12,"Desembre","9.7"
1796,01,"Gener","9.0"
1796,02,"Febrer","7.9"
1796,03,"Març","6.7"
1796,04,"Abril","12.1"
1796,05,"Maig","15.5"
1796,06,"Juny","19.4"
1796,07,"Juliol","21.0"
1796,08,"Agost","21.9"
1796,09,"Setembre","19.2"
1796,10,"Octubre","15.3"
1796,11,"Novembre","9.3"
1796,12,"Desembre","7.7"
1797,01,"Gener","6.8"
1797,02,"Febrer","8.7"
1797,03,"Març","8.3"
1797,04,"Abril","12.2"
1797,05,"Maig","16.4"
1797,06,"Juny","17.0"
1797,07,"Juliol","22.3"
1797,08,"Agost","23.3"
1797,09,"Setembre","19.3"
1797,10,"Octubre","14.5"
1797,11,"Novembre","10.3"
1797,12,"Desembre","9.4"
1798,01,"Gener","7.1"
1798,02,"Febrer","8.6"
1798,03,"Març","9.9"
1798,04,"Abril","12.7"
1798,05,"Maig","16.6"
1798,06,"Juny","19.9"
1798,07,"Juliol","22.9"
1798,08,"Agost","23.7"
1798,09,"Setembre","20.6"
1798,10,"Octubre","17.4"
1798,11,"Novembre","12.1"
1798,12,"Desembre","9.4"
1799,01,"Gener","7.4"
1799,02,"Febrer","11.7"
1799,03,"Març","10.7"
1799,04,"Abril","12.3"
1799,05,"Maig","15.6"
1799,06,"Juny","18.7"
1799,07,"Juliol","22.0"
1799,08,"Agost","22.0"
1799,09,"Setembre","19.6"
1799,10,"Octubre","15.9"
1799,11,"Novembre","11.9"
1799,12,"Desembre","6.2"
1800,01,"Gener","7.5"
